sigle;xml_id;form;lemma_id;lemma;sprachen;sense_ids;kontext
AX;AX_408_2;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;gotes dienste mange nôt almuosen unde betelbrôt was sîn lîpnarunge sîn ûzerweltiu **zunge** z aller zîte pflac gebetes beide wînes unde metes wênic tranc sîn
BIM;BIM_103_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;ligen in sinem munde da bi man ouch begunde an im sine **zunge** schouwen di was so unverhouwen von aller unvlate varwe und blut si
BIM;BIM_114_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;vulen trit daz were gar von dem gebete daz er mit der **zungen** hete unser vrouwen erboten mit vil erlichen roten und mit lobes schalle
CR;CR_1778_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;unt hüete daz im alsame geschehe nû lâzen dise rede varn tiuschiu **zunge** diu ist arn swer dar inne wil tihten sal die rîme rihten
CRO;CRO_24700_3;zvng;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;sein tag dar an sein ez ist von dem türlein heinreich des **zvng** nie weibes gantzen lop verlie der vant ditz mære wannen geborn wære
CRO;CRO_7600_3;zvngen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;argen muot so ist da pei ein sin vruot wirt er zweir **zvngen** gewar den seinen schilt peut er dar vnd hat in schier wider
DA;DA_4159_5;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;niht geregen er mohte niht mê geregen wan diu ougen und die **zungen** dô er sô wart betwungen dis wart ein juncfrouwe gewar diu hâte
DA;DA_6833_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;spehen houbethafte meisterschaft daz waere hie wider âne kraft dô sprach manic **zunge** dô die ritter junge sament ûf den hof riten ez waere allenthalp
DA;DA_9_2;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;von bisenze meister albrich der brâhte ein rede an mich ûz wälscher **zungen** die hân ich des betwungen daz man sie in tiutschen vernimet swenne
DAL;DAL_590550_5;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;her nach miner bet als ich ger da von er kuelte die **zunge** min sun daz mac niht sin sprach abraham als ich dir sage
DDS;DDS_1002000_7;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;sich mit triuwen wil betragen der sol sich hüeten vor den valschen **zungen** die dâ die liute grüezen der mâz als der krist verriet ir
DDS;DDS_2001000_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;ungetriuwen hüeten wil der muoz sie mesten sam diu veizten swîn diu **zunge** müeze haben undanc diu vor den liuten sprichet alsô suoze und niender
DMB;DMB_102101060_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;mensch aller gernst der guten werche wolte phlegen so ist im diu **zunge** gelegen und fueze und hende und lit an sinem ende und ist
DWS;DWS_1960440_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;sine tur also sol man si uz alle jagen die zweier slachte **zunge** tragen die vor dem manne wol prechent und daz hinder im ze
FB;FB_598008_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;siht iur ougen uns ouch grüezent niht ouch erstumbent iu zestunt beidiu **zunge** und ouch der munt redt unser einer mit iu dâ ir sprechet
FB;FB_644002_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;haben danc ir lîp müez immer saelic sîn des wünsche ir diu **zunge** mîn waz darumbe ob manic man diu wîp mit worten triegen kan
FB;FB_645032_1;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;valschen sin ir herze treit swâ man von wîben wîpheit saget ir **zungen** lobes dâ sint verzaget ir lobes si gar geswîgent diu houbt in
FB;FB_654004_5;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;unguot sô muoz iu immer fluochent sîn daz herze und ouch diu **zunge** mîn nu sult ir frowe mich wizzen lân waz schulde hân gên
FD;FD_12206_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;sô zaghaft wart mîn sin daz mir erstumbet an der stunt diu **zunge** mîn und ouch der munt und mir daz houbet nider seic mîn
FD;FD_13103_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;wol zehenstunt gein ir ze sprechen ûf den munt dô was diu **zunge** mir gelegen si wolde deheines wortes pflegen ich wil dâ von niht
FD;FD_14008_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;doch ein wort des müez mîn munt unsaelic sin immer und diu **zunge** mîn mir waere liep und waer ich tôt sît daz ich in
FD;FD_185002_5;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;mich ditz buoch sol guoter wîbe sîn in hât dar an die **zunge** mîn gesprochen vil manic süezez wort ez sol reht sîn ir lobes
FD;FD_63008_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;mîn munt ûz ungemüete sprach dêswâr ich stiche mit iu niht mîn **zunge** von wârheit iu des giht den helm zehant ich abe bant in
FWE;FWE_430_2;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;lass dir vil wol wesen ich bin nu wol genesen wer allen **zungen** geloubet wol der wirt vil dik herzleids vol und wirt betrüebt an
FWE;FWE_470_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;und wirt betrüebt an sinem herzen und muos liden grossen schmerzen valsche **zunge** stiftet das das bruoder bruoder wirt gehas das selb der vatter ouch
GER;GER_281_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;tragen einen muot verborgen mit vreuden noch mit sorgen ez recke sîner **zungen** ein ort nâch sînem willen ie diu wort diu danne sînes herzen
GER;GER_6352_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;hâst getân und ruoche geben dir den lôn den nie wort noch **zungen** dôn volbringen kunde noch der ze herzen grunde nie durch ôren tor
GR;GR_2006_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;was dem selben dar an sô schône gelungen daz er mit gemeiner **zungen** ze dem besten ritter wart genant über älliu diu lant nû was
GR;GR_2_2;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;mîn herze hât betwungen dicke mîne **zungen** daz si des vil gesprochen hât daz nâch der werlde lône stât
GVS;GVS_10001000_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;êven zîte und irret elliu herze und elliu rîche weder hant noch **zunge** dien meinent noch enminnent niht wan valsch und anderunge lêr unde volge
GZM;GZM_23100080_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;den die getrowent dir - dinen heiligen lichnamen e daz uns die **zungen** erlamen vor des lebens ende dinen einborn sun du uns sende den
IW;IW_196_2;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;ezn sprichet niemannes munt wan als in sîn herze lêret swen iuwer **zunge** unêret dâ ist daz herze schuldec an in der werlte ist manec
IW;IW_2568_2;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;maere swie schalkhaft keiî waere er was iedoch vil unervorht enheten sîn **zunge** niht verworht son gewan der hof nie tiurern helt daz mugent ir
IW;IW_506_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;der sî betwingen möhte âne sloz und âne bant er sprach mîn **zunge** und mîn hant mîn bete unde mîn drô die hânt mirs gemachet
IW;IW_838_2;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;und enzelt mir halben schaden niht her keiî sprach diu künegîn iuwer **zunge** müez gunêret sîn diu allez guot gar verdaget und niuwan daz allerboeste
IW;IW_843_1;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;saget des iuwer herze erdenken kan doch waen ich dar an der **zungen** unrehte tuo iuwer herze twinget sî darzuo dazn dunket deheiner schalkheit ze
JT;JT_12391000_1;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;in scharfer herte wan din gelucke enpfilhe ich got vil tiure min **zung** durch arge raete min fruent dich so nicht reizet alsolcher baltheit graete
JT;JT_12402000_13;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;junge an werdicheit verwazen wer ich ob mir min munt oder min **zunge** gen dir ze sprechen niwan wold gedenken daz dine hohe wirde an
JT;JT_13833000_6;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;al der werlde lebte niender leie der mit rede wer so swacher **zungen** und des libes gar ein helt vor aller zageheit gar unbetwungen der
JT;JT_14772000_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;was der edel junge von solcher vrucht gesippe daz weder munt noch **zunge** nie gelas sit daz adames rippe verholne wart gemachet zu einem bilde
JT;JT_15212000_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;bekande entwapent wart der junge von richeit der zimiere weder munt noch **zunge** nie gelas von ritter also fiere als hie was von graswaldan der
JT;JT_19912000_7;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;adalaere und milt in artus fuorte wie der gepruefet waere von manger **zungen** don den luft daz ruorte sigunen kron wart ouch da niht vergezzen
JT;JT_29002000_13;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;dar an si gar gerieten daz er den namen het vor allen **zungen** und wart von allen sinen namen gescheiden wan gamuret der junge niht
JT;JT_31723000_6;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;ich in herten sturmen eines recken solte gern mit herzen und mit **zungen** fur in so nem ich cheinen dann secureiz oder gamuret den jungen
JT;JT_33952000_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;richer swer luge liuget schadende an lib an guot an eren des **zunge** wer baz madende diu mit luge die sele kan verseren schaedliche lug
JT;JT_35924000_12;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;im behalten wie tief diu wunde waere des weiz ich nicht diu **zunge** wart gespalten wie der uz lacridare und lehelin sich schieden und weren
JT;JT_37072000_11;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;gamuret zerache wie er nach prise runge daz wart beweint in manger **zungen** sprache von den amien swartzen unde blanken etwenne mit durantzen was sin
JT;JT_37212000_14;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;nu was der tot gesigende an dem von orlendun ich wene ie **zunge** von einer tjoste nie gelas so herte ob iz ein mangen swenkel
JT;JT_39354000_1;zungel;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;daz vil grozer kumber dar ufe lit von richeit hoch gezieret guldine **zungel** seiten da von der doz sich riche discantieret daz machet herze muotic
JT;JT_39662000_10;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;arbessulet der junge eigenlicher krone het er niun des im vil manic **zunge** jehende was und im die herschaft gebende ze dienste lobelichen er was
JT;JT_41472000_7;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;und tamburen busine vil floitieren und manigen wuof gar suren vil der **zungen** horte man croieren und rotubumbes uber kraft mit schallen hie tjoste brach
JT;JT_43142000_8;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;gewesen uf der heide sin richeit uber wigende was herzen tracht und **zungen** rede die beide gesteine golt daz er vor mit dem schilte zegabe
JT;JT_44644000_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;fuoz gehorte daz uber pfael und kile struchen lerte lop von manger **zungen** diu werlt an den uz graswalt nu kerte do gar diu stat
JT;JT_45012000_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;vreuten si die jungen mit triwe richen worten als ie von reinen **zungen** niht anders gie dan reine zallen orten des heten ouch die werden
JT;JT_4574000_2;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;sus gestellet daz solchiu dinc mit rede vil baz verborgen vor allen **zungen** waren denn nu diu werk den abent und den morgen da von
JT;JT_47922000_2;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;bie von graswalt der junge sprach nu sol mich herre bewisen iwer **zunge** durch waz ir uech von eren zelt so verre ob ir sit
JT;JT_49032000_12;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;jungen ir aller herze tragete si nach dem kunig der uber alle **zungen** gepriset wart dem gral zehohem vogete der maget secundillen ir herz aldar
JT;JT_49131000_7;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;der andern sprach was geliche sag dirre aventiure wont niht in einer **zungen** si hat ir aller stiure deheiniu hat so hohen pris errungen die
JT;JT_49133000_2;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;hat ir aller stiure deheiniu hat so hohen pris errungen die alle **zungen** hab so gar gerueret sam tschinotulander der zwelf zungen herren hete gefueret
JT;JT_49134000_5;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;errungen die alle zungen hab so gar gerueret sam tschinotulander der zwelf **zungen** herren hete gefueret hin uber in die heiden der kristen uf plenantze
JT;JT_4974000_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;was lebende der kraft der lide was er ungewaltic muotes und der **zungen** unde herzen was sin kraft noch manicvaltic und groze wisheit gebende mit
JT;JT_50722000_12;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;handelunge ob sich diu muoz verkeren in sol umb disen willen manik **zunge** sprechen guet und ere vil ungestillet und allen reinen herzen die nach
JT;JT_51114000_2;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;mich gesinet si sprach herr du solt mir sin vergebende wan min **zung** aleine ja werstu herre manic jar noch lebende - vil reine hoch
JT;JT_51512000_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;die ougen dem geliche nein vil edel ritter von eschenbach gewaere iwer **zunge** duhte bitter gen wiben swa man hort alsolche maere und si geben
JT;JT_5162000_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;erkiesen des grales zeichenunge kan nieman gar vol dueten weder munt noch **zunge** den tempel han ich werden christen lueten zu rechter lere merke wol
JT;JT_51954000_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;schuldehaften haten di menschen lip mit tode hant geletzet als min vermeinte **zunge** den fursten wert in sterben hat gesetzet din rein gebot ich schribe
JT;JT_52804000_11;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;seliclicher ordenunge der wirde wol zu werde die wirde hazzet aller boesen **zunge** die gelerten wol der buoche mit kunstericher witze der hat diu wirde
JT;JT_54521000_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;buoze fur sterben din mit klag also niht gernde owe din sueze **zunge** sprach diu wort gebluemet gar sunder wandelunge du sprech ouch selten daz
JT;JT_55022000_7;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;und niht wan zallem guote durch grawes mannes lere hete ich miner **zungen** solhe huote daz mich an so hoher wirde pfande den gral bin
JT;JT_6132000_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;uber al der ordenunge den hohen und den werden sin witze riche **zunge** schuof daz si zu gote besunder gerden lang wernder kraft an sinem
JT;JT_63272000_2;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;niht wernde nu pruefet alle werden die wirde dises buoches von duetscher **zung** uf erden nie getichte wart so werdes ruoches daz lib und sele
JT;JT_9464000_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;fiur gevidert uz helme flouk daz bluot da nach mit duzze di **zunge** wart gespalten di gap den rat nu seht waz ers genuzze von
KU;KU_7162_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;hêren ortwîn der junge der helt ûz nortlant des jach im manic **zunge** daz küener heldes hant niemen in den strîten alse volliclîche trüege man
LZ;LZ_4798_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;was innân aller hol und sanc prîslîchen wol einen wunderlîchen dôn sîn **zunge** was ein abestôn ein stein hizze rîche der brinnet êwiclîche für daz
MGS;MGS_1010110_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;êven zîte und irret elliu herze und elliu rîche deweder hant noch **zunge** die meinent noch minnent niht wan valsch und anderunge lêre und volge
MZR;MZR_660600_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;man aller gernst der guten werke wolde pflegen so ist im sin **zunge** gelegen sin fuze und sin hende und ligt an sinem ende und
NEI;NEI_10108110_5;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;tett er lachet an er den man vnd schneit yn mit der **zungen** we das mir in sein muter ye zu laid trug er hat
NEI;NEI_1905120_2;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;dem enwirt er nymmer gram ist er guten weiben zam vnd sein **zung** an schelten lam so pluet im der tugent stam selig sey sein
NEI;NEI_2202010_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;zwayen gein diser lieben summerzeitt in hohem mute rayen lob von manger **zungen** der maye hat die pluemlein sein entsprungen an manger stat da man
NEI;NEI_2307050_3;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;alte das ersahe das das kindt die kisten prach do geswaig ir **zung** das sie nicht gesprach an leget sie das rocklein also palde das
NEI;NEI_2702070_9;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;vff meinen gesangk achtent hie die walhen nicht so woll der teuschen **zungen** wie gern ich nu sandte der lieben einen poten dar ir namt
NEI;NEI_3505070_5;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;were fro das ist es vor yne allen wurde er an der **zungen** geslagen vnd das sein oder kragen mueste noch die seck tragenn doch
NEI;NEI_4004060_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;spracht das tuch wer vngewebenn mir wer woll gelungen das wendet ewr **zunge** des muß ich mit laide leben kindt ich gedacht dein zu aigem
NEI;NEI_4411080_6;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;peter der slug peterlein den iungen durch den schedel gar auff die **zungen** guentherr der slug guendelwein toten auff die gruene er sprach wert euch
NEI;NEI_7803090_1;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;das er lebt in solichen tuersten wie er sich des vermeid sein **zung** ich einem angel wol gleiche werleich ich fuercht das vns werd kurczweil
NEI;NEI_8803090_9;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;iren willen verdrungen ee das was ein munndt berichtett wol mit einer **zungen** nu sprechen zwu auß einem der ir hof die mannge hatt meiner
NEI;NEI_9314120_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;die weil ich lebe hie mit meiner handt zu gott mit meiner **zungen** dir wirt in hymellreich ein lob darum gesungen das du in dem
NEI;NEI_9513090_7;zuenglein;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;des wolt ich mich vleissen vor lieb wolt ich sie in ir **zuenglein** peyssen engelmair du solst ein grosser esell sein das du truegest gein
NEI;NEI_9706110_8;zungenn;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;zu tancz vor gesungen wol verstund der torpper sich bej einer kleinen **zungenn** der von rubental pruefet thummelichen schall seiner vngeendten dro der treibet er
NEIC;NEIC_1905120_2;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;dem enwirt er nymmer gram ist er guten weiben zam und sein **zung** an schelten lam so plúet im der tugent stam selig sey sein
NEIC;NEIC_2202010_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;zwayen gein diser lieben summerzeitt in hohem múte rayen lob von manger **zungen** der maye hat die plúmlein sein entsprungen an manger stat da man
NEIC;NEIC_2307050_3;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;alte das ersahe das das kindt die kisten prach do geswaig ir **zung** das sie nicht gesprach an leget sie das rocklein also palde das
NEIC;NEIC_3505070_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;were fro das ist es vor ine allen wurde er an der **zungen** geslagen und das sein oder kragen múste noch die seck tragen doch
NEIC;NEIC_4004060_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;spracht das tuch wer ungeweben mir wer wol gelungen das wendet ewr **zunge** des muß ich mit laide leben kindt ich gedacht dein zu aigem
NEIC;NEIC_4411080_6;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;peter der slug peterlein den jungen durch den schedel gar auf die **zungen** gúnther der slug gúndelwein toten auf die grúne er sprach wert euch
NEIC;NEIC_7803090_1;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;das er lebt in solichen túrsten wie er sich des vermeid sein **zung** ich einem angel wol gleiche werleich ich fúrcht das uns werd kurczweil
NEIM;NEIM_110120_5;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;so ich lebe hie mit miner hant hin ze got mit miner **zungen** wirt in fronechore ein lobeliet von dir gesungen da von du wirst
NEIM;NEIM_203090_8;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;ir willen hin gedrungen wilent was ein munt berihtet wol mit einer **zungen** nu sprechent zwo us eime des ir hof die menge hat min
NEIR;NEIR_1202070_11;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;uf minen sanch ahtent hie die walhe nieht so wol dir diutschiu **zunge** wie gerne ich nu sande der lieben einen boten dar - nu
NEIR;NEIR_1502010_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;zweien gein dirre liehten sumerzit in hohem mute raien lop von mangen **zungen** der maye hat di blumen sint ensprungen an manger stat da man
NEIR;NEIR_3502050_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;iungen disen winder lanch iu ze stiwer gip ich hiwer von miner **zungen** einen niwen sanch daz ir an swæren muet den vreuden mugt erbitten
NEIR;NEIR_3704120_2;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;der wirt dir nimmer gram ist er guten wiben zam ist sin **zung** an schelten lam so ist er aller tugende stam sælich si sin
NEIR;NEIR_3808110_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;mit guetem willen dol lachent an er den man snidet mit der **zungen** we der mueter diu mir ze schaden truech nu bin ich beswaret
NEIR;NEIR_5106050_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;leider nie gesah do daz chint ir chisten brach do gesweig ir **zunge** daz si niht ensprach dar uz nam si daz roechel also balde
NT;NT_1000_4;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;diu gâben lûterbaeren schîn si lûhten unde clungen sô wol der mînen **zungen** daz si ir lobes niht bevilt man sach des mîssenaeres schilt von
NT;NT_13_2;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;fluht mit ganzer tugent mêren des wart mit hôher êren vil manec **zunge** gihtec durliuhtec und dursihtec was sîn küniclîcher prîs er bluote sam ein
NT;NT_572_4;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;künec von navarre fuor ouch in der samenunge den prîset wol mîn **zunge** für einen ritter lobesam wand er ze velde schône quam mit wâpencleide
PL2;PL2_252816_5;zung;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;das zu boßheit die jhenen die in irem mund hatten des tufels **zung** und retten wie der konig die frauwen in uneren lieb hett und
PRT;PRT_17544_1;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;smaehen komen sint gelîchsenaere bûren kint ich muoz dîn leben strâfen dîn **zunge** ist als ein wâfen daz guoten man versêret und werde liute kêret
PT;PT_706_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;sîn rât sun unde vater schiet von aller zwîvelunge wan sîn erweltiu **zunge** lie si vil tugende merken ir muot begunde er sterken an kristenlichem
PUC;PUC_10531130_10;tzungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;großheyt seyner gotlichen almechtigkeit vnd an der selben stat teylet er ir **tzungen** in tzwovndsybentzug sprachen vnd von dem yst genant der selbig thurn babel
PUC;PUC_10531160_1;tzungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;der selbig thurn babel das do lautet noch der außlegung schendung der **tzungen** doselbst nam auch eynen vrsprunck dye sprach slowanica das do mit verstortem
PUC;PUC_10531190_3;tzungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;von dem das volck der selben sprach heyssen slawoni wann in yrer **tzungen** slawo vnd slawi heyssen wort vnd worter vnd also von dem wort
PUC;PUC_130641310_7;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;vom hymel sprechende ein ytzlicher geyst lobet den hern vnd ein ytzliche **zungen** bekennet inn vnd do der babst das wunder hort do satzt er
PUC;PUC_20532030_2;tzungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;bohemia wirt genant von boch das yst got nach der außlegung der **tzungen** slawonica also mit der außlegunge der tzungen sein sy geheyssen bohemi von
PUC;PUC_20532040_1;tzungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;got nach der außlegung der tzungen slawonica also mit der außlegunge der **tzungen** sein sy geheyssen bohemi von dem namen gottes furwar bohemia inn der
PUC;PUC_20532050_4;tzungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;sein sy geheyssen bohemi von dem namen gottes furwar bohemia inn der **tzungen** slawonica wird geheyssen tzechi nach dem namen des ersten einwoners der tzech
PUC;PUC_751491130_6;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;welcher ein processen krewtzfert genade vnd knyepygung syngende nach den taylungen der **zungen** dy vntterweysten sich solch irsall das sy sich vntereinander beycht horten vnd
PZ;PZ_31605_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;erbarmet hân daz iu der munt noch werde wan ich meine der **zungen** drinne als iuz herze ist rehter sinne gein der helle ir sît
PZ;PZ_8516_5;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;und ir lant hât dîn lîp errungen des jehent hie gar die **zungen** er sî bertûn oder îrschman oder swer hie welsche sprâche kan franzois
RVBR;RVBR_11668_3;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;fruo oder spæte dar umb solt du sî strâfen sô daz der **zungen** wâfen dîn lop doch iht verhouwe bis ob allen frouwe swâ du
SA;SA_201040_1;zungen;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;sich nit mê vogellîn als ê ouwê daz sint leide mære der **zungen** sungen weidellîch also tæt ouch ich ob mich trôst diu sældenbære sô
SFL;SFL_47530_3;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_12998;ime enhôrt deweder ôre alsus was ez von geburt im was diu **zunge** alsô kurt sam ob ez wære besniten dran eins âbents gienc ez
SG;SG_101010301_11;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;one scham waz sol ein munt so röselecht dar ynn ein falsche **zunge** die got auch nit geloben kan sie macht gesunden lam was sol
SG;SG_1010300_9;zunge;lemma_7924;zunge;Einzelsprachen;lemma_7924_sense_14492;ein fürst âne scham waz sol ein ungetriuwer munt darin ein valsche **zunge** diu mangem dicke schaden tuot si macht gesunden lam waz sol ein
